Product Name,Specifications,Rating,Price,Product URL,Battery Life,Weight,Webcam,Display Size,Brand,Processor,RAM,DDR,OS,Storage,Display,Warranty,text,all_text
Lenovo IdeaPad Slim 5,Intel Core i 5 Processor (13th Gen)16 GB DDR 5 RAMWindows 11 Home Operating System 1 TB SSD 35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,Not found,97290,https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-13th-gen-13420h-16-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm2225ca67c1b2e?pid=COMHAF73KBHEEFJS&lid=LSTCOMHAF73KBHEEFJS1HR3AF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_lhPXg2-UrCqYBZE7yBdujprEIer1iIM76hfa4-jGgDCiYGX3NeKp7vWKe8098dPv5pXvrB59ExSB68Yg_GlwtfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09,Integrated 60Wh,1.39 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch),Lenovo,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11 Home,1 TB SSD,35.56 cm (14 inch),20241 Year Carry-in Warranty,"Product: Lenovo IdeaPad Slim 5, Brand: Lenovo, Rating: Not found, Price: ₹97290, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 1 TB SSD, Weight: 1.39 Kg kg, Warranty: 20241 Year Carry-in Warranty","{'Product Name': 'Lenovo IdeaPad Slim 5', 'Specifications': 'Intel Core i 5 Processor (13th Gen)16 GB DDR 5 RAMWindows 11 Home Operating System 1 TB SSD 35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty', 'Rating': 'Not found', 'Price': 97290, 'Product URL': 'https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-13th-gen-13420h-16-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm2225ca67c1b2e?pid=COMHAF73KBHEEFJS&lid=LSTCOMHAF73KBHEEFJS1HR3AF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_lhPXg2-UrCqYBZE7yBdujprEIer1iIM76hfa4-jGgDCiYGX3NeKp7vWKe8098dPv5pXvrB59ExSB68Yg_GlwtfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09', 'Battery Life': 'Integrated 60Wh', 'Weight': '1.39 Kg', 'Webcam': 'FHD 1080p + IR with Privacy Shutter, ToF Sensor', 'Display Size': '35.56 cm (14 inch)', 'Brand': 'Lenovo', 'Processor': 'Intel Core i 5 Processor (13th Gen)', 'RAM': '16 GB', 'DDR': 'DDR', 'OS': 'Windows 11 Home', 'Storage': '1 TB SSD', 'Display': '35.56 cm (14 inch)', 'Warranty': '20241 Year Carry-in Warranty', 'text': 'Product: Lenovo IdeaPad Slim 5, Brand: Lenovo, Rating: Not found, Price: ₹97290, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 1 TB SSD, Weight: 1.39 Kg kg, Warranty: 20241 Year Carry-in Warranty'}"
MOTOROLA Motobook 60 Full Metal,Intel Core 7 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.2,70990,https://www.flipkart.com/motorola-motobook-60-full-metal-intel-core-7-series-2-240h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itmf0b4d7c55543d?pid=COMHAUZWUZNATFET&lid=LSTCOMHAUZWUZNATFETMS2VMV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_2&otracker=search&fm=organic&iid=en_lhPXg2-UrCqYBZE7yBdujprEIer1iIM76hfa4-jGgDDuanwxjU0nJPAF6QGoC_-JvjHQjH2F7Wa_hZ9mwR7lGPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09,Lithium-Polymer,1.4 Kg,Finger Print Sensor,35.56 cm (14 Inch),MOTOROLA,Not found,16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),20241 Year Onsite Warranty,"Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.2, Price: ₹70990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty","{'Product Name': 'MOTOROLA Motobook 60 Full Metal', 'Specifications': 'Intel Core 7 (Series 2) Processor 16 GB DDR 5 RAM 64 bit Windows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty', 'Rating': '4.2', 'Price': 70990, 'Product URL': 'https://www.flipkart.com/motorola-motobook-60-full-metal-intel-core-7-series-2-240h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itmf0b4d7c55543d?pid=COMHAUZWUZNATFET&lid=LSTCOMHAUZWUZNATFETMS2VMV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_2&otracker=search&fm=organic&iid=en_lhPXg2-UrCqYBZE7yBdujprEIer1iIM76hfa4-jGgDDuanwxjU0nJPAF6QGoC_-JvjHQjH2F7Wa_hZ9mwR7lGPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09', 'Battery Life': 'Lithium-Polymer', 'Weight': '1.4 Kg', 'Webcam': 'Finger Print Sensor', 'Display Size': '35.56 cm (14 Inch)', 'Brand': 'MOTOROLA', 'Processor': 'Not found', 'RAM': '16 GB', 'DDR': 'DDR', 'OS': 'Windows 11', 'Storage': '512 GB SSD', 'Display': '35.56 cm (14 Inch)', 'Warranty': '20241 Year Onsite Warranty', 'text': 'Product: MOTOROLA Motobook 60 Full Metal, Brand: MOTOROLA, Rating: 4.2, Price: ₹70990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.4 Kg kg, Warranty: 20241 Year Onsite Warranty'}"
Acer Aspire 3,Intel Celeron Dual Core Processor 8 GB DDR 4 RAM 64 bit Windows 11 Home Operating System 256 GB SSD 29.46 cm (11.6 inch) Display 1 Year Warranty,3.8,15990,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-256-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZ8BARKXFF&lid=LSTCOMH7NCZ8BARKXFF1JKE7D&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_3&otracker=search&fm=organic&iid=fdac1e3b-5109-4329-9c19-e9dfecd90815.COMH7NCZ8BARKXFF.SEARCH&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09,MS Office Provided,1.0 kg,1280 x 720 Resolution/720p HD Video,29.46 cm (11.6 inch),Acer,Not found,8 GB,DDR,Windows 11 Home,256 GB SSD,29.46 cm (11.6 inch),1 Year Warranty,"Product: Acer Aspire 3, Brand: Acer, Rating: 3.8, Price: ₹15990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 256 GB SSD, Weight: 1.0 kg kg, Warranty: 1 Year Warranty","{'Product Name': 'Acer Aspire 3', 'Specifications': 'Intel Celeron Dual Core Processor 8 GB DDR 4 RAM 64 bit Windows 11 Home Operating System 256 GB SSD 29.46 cm (11.6 inch) Display 1 Year Warranty', 'Rating': '3.8', 'Price': 15990, 'Product URL': 'https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-256-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZ8BARKXFF&lid=LSTCOMH7NCZ8BARKXFF1JKE7D&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_3&otracker=search&fm=organic&iid=fdac1e3b-5109-4329-9c19-e9dfecd90815.COMH7NCZ8BARKXFF.SEARCH&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09', 'Battery Life': 'MS Office Provided', 'Weight': '1.0 kg', 'Webcam': '1280 x 720 Resolution/720p HD Video', 'Display Size': '29.46 cm (11.6 inch)', 'Brand': 'Acer', 'Processor': 'Not found', 'RAM': '8 GB', 'DDR': 'DDR', 'OS': 'Windows 11 Home', 'Storage': '256 GB SSD', 'Display': '29.46 cm (11.6 inch)', 'Warranty': '1 Year Warranty', 'text': 'Product: Acer Aspire 3, Brand: Acer, Rating: 3.8, Price: ₹15990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11 Home, Storage: 256 GB SSD, Weight: 1.0 kg kg, Warranty: 1 Year Warranty'}"
ASUS Vivobook 15,Intel Core i 3 Processor (13th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,35990,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj323ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGZDQJ7WBQQ7AR&lid=LSTCOMGZDQJ7WBQQ7ARKVDISD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_4&otracker=search&fm=organic&iid=fdac1e3b-5109-4329-9c19-e9dfecd90815.COMGZDQJ7WBQQ7AR.SEARCH&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09,3 Cell,1.70 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Intel Core i 3 Processor (13th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: ASUS Vivobook 15, Brand: ASUS, Rating: 4.2, Price: ₹35990, Processor: Intel Core i 3 Processor (13th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.70 Kg kg, Warranty: 1 Year Onsite Warranty","{'Product Name': 'ASUS Vivobook 15', 'Specifications': 'Intel Core i 3 Processor (13th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty', 'Rating': '4.2', 'Price': 35990, 'Product URL': 'https://www.flipkart.com/asus-vivobook-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj323ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGZDQJ7WBQQ7AR&lid=LSTCOMGZDQJ7WBQQ7ARKVDISD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_4&otracker=search&fm=organic&iid=fdac1e3b-5109-4329-9c19-e9dfecd90815.COMGZDQJ7WBQQ7AR.SEARCH&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09', 'Battery Life': '3 Cell', 'Weight': '1.70 Kg', 'Webcam': '720p HD camera With privacy shutter', 'Display Size': '39.62 cm (15.6 Inch)', 'Brand': 'ASUS', 'Processor': 'Intel Core i 3 Processor (13th Gen)', 'RAM': '8 GB', 'DDR': 'DDR', 'OS': 'Windows 11', 'Storage': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch)', 'Warranty': '1 Year Onsite Warranty', 'text': 'Product: ASUS Vivobook 15, Brand: ASUS, Rating: 4.2, Price: ₹35990, Processor: Intel Core i 3 Processor (13th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.70 Kg kg, Warranty: 1 Year Onsite Warranty'}"
SAMSUNG Galaxy Book4 Metal,Intel Core i 5 Processor (13th Gen)16 GB LPDDR 4X RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,4.5,54990,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_1_5&otracker=search&fm=organic&iid=fdac1e3b-5109-4329-9c19-e9dfecd90815.COMGZUYDGFJGHZR4.SEARCH&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09,MS Office Provided,1.55 Kg,"Yes, 1 Megapixel",39.62 cm (15.6 Inch),SAMSUNG,Intel Core i 5 Processor (13th Gen),16 GB,LPDDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),Not found,"Product: SAMSUNG Galaxy Book4 Metal, Brand: SAMSUNG, Rating: 4.5, Price: ₹54990, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.55 Kg kg, Warranty: Not found","{'Product Name': 'SAMSUNG Galaxy Book4 Metal', 'Specifications': 'Intel Core i 5 Processor (13th Gen)16 GB LPDDR 4X RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories', 'Rating': '4.5', 'Price': 54990, 'Product URL': 'https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_1_5&otracker=search&fm=organic&iid=fdac1e3b-5109-4329-9c19-e9dfecd90815.COMGZUYDGFJGHZR4.SEARCH&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09', 'Battery Life': 'MS Office Provided', 'Weight': '1.55 Kg', 'Webcam': 'Yes, 1 Megapixel', 'Display Size': '39.62 cm (15.6 Inch)', 'Brand': 'SAMSUNG', 'Processor': 'Intel Core i 5 Processor (13th Gen)', 'RAM': '16 GB', 'DDR': 'LPDDR', 'OS': 'Windows 11', 'Storage': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch)', 'Warranty': 'Not found', 'text': 'Product: SAMSUNG Galaxy Book4 Metal, Brand: SAMSUNG, Rating: 4.5, Price: ₹54990, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: LPDDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.55 Kg kg, Warranty: Not found'}"
HP 15,AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty,4.2,29990,https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHUIRDZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_6&otracker=search&fm=organic&iid=en_lhPXg2-UrCqYBZE7yBdujprEIer1iIM76hfa4-jGgDAH_xjgvxrePTOGDAkh7dfPqo5DNM0xuFErKIWvpOmwDQ%3D%3D&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch),HP,Not found,8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: HP 15, Brand: HP, Rating: 4.2, Price: ₹29990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Onsite Warranty","{'Product Name': 'HP 15', 'Specifications': 'AMD Ryzen 3 Quad Core Processor 8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite Warranty', 'Rating': '4.2', 'Price': 29990, 'Product URL': 'https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHUIRDZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_6&otracker=search&fm=organic&iid=en_lhPXg2-UrCqYBZE7yBdujprEIer1iIM76hfa4-jGgDAH_xjgvxrePTOGDAkh7dfPqo5DNM0xuFErKIWvpOmwDQ%3D%3D&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09', 'Battery Life': 'Not found', 'Weight': '1.59 Kg', 'Webcam': 'HP True Vision 1080p FHD camera', 'Display Size': '39.62 cm (15.6 Inch)', 'Brand': 'HP', 'Processor': 'Not found', 'RAM': '8 GB', 'DDR': 'DDR', 'OS': 'Windows 11', 'Storage': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch)', 'Warranty': '1 Year Onsite Warranty', 'text': 'Product: HP 15, Brand: HP, Rating: 4.2, Price: ₹29990, Processor: Not found, RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.59 Kg kg, Warranty: 1 Year Onsite Warranty'}"
ASUS Vivobook 15,Intel Core i 3 Processor (13th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite warranty,4.2,35990,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj320ws-thin-light-laptop/p/itm200184e4e0443?pid=COMGYSFGRDEFFPY6&lid=LSTCOMGYSFGRDEFFPY6IFXPZU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_7&otracker=search&fm=organic&iid=fdac1e3b-5109-4329-9c19-e9dfecd90815.COMGYSFGRDEFFPY6.SEARCH&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09,Not found,1.70 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Intel Core i 3 Processor (13th Gen),8 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),Not found,"Product: ASUS Vivobook 15, Brand: ASUS, Rating: 4.2, Price: ₹35990, Processor: Intel Core i 3 Processor (13th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.70 Kg kg, Warranty: Not found","{'Product Name': 'ASUS Vivobook 15', 'Specifications': 'Intel Core i 3 Processor (13th Gen)8 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Onsite warranty', 'Rating': '4.2', 'Price': 35990, 'Product URL': 'https://www.flipkart.com/asus-vivobook-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj320ws-thin-light-laptop/p/itm200184e4e0443?pid=COMGYSFGRDEFFPY6&lid=LSTCOMGYSFGRDEFFPY6IFXPZU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_7&otracker=search&fm=organic&iid=fdac1e3b-5109-4329-9c19-e9dfecd90815.COMGYSFGRDEFFPY6.SEARCH&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09', 'Battery Life': 'Not found', 'Weight': '1.70 Kg', 'Webcam': '720p HD camera With privacy shutter', 'Display Size': '39.62 cm (15.6 Inch)', 'Brand': 'ASUS', 'Processor': 'Intel Core i 3 Processor (13th Gen)', 'RAM': '8 GB', 'DDR': 'DDR', 'OS': 'Windows 11', 'Storage': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch)', 'Warranty': 'Not found', 'text': 'Product: ASUS Vivobook 15, Brand: ASUS, Rating: 4.2, Price: ₹35990, Processor: Intel Core i 3 Processor (13th Gen), RAM: 8 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.70 Kg kg, Warranty: Not found'}"
Acer Aspire 3,Intel Core i 5 Processor (13th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty,4.4,40990,https://www.flipkart.com/acer-aspire-3-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm707770fddc7e9?pid=COMH4B6CGZKHKUV3&lid=LSTCOMH4B6CGZKHKUV37HVWQK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_8&otracker=search&fm=organic&iid=fdac1e3b-5109-4329-9c19-e9dfecd90815.COMH4B6CGZKHKUV3.SEARCH&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09,Not found,1.45 Kg,Video conferencing: 2M With Privacy Camera Shutter,35.56 cm (14 Inch),Acer,Intel Core i 5 Processor (13th Gen),16 GB,DDR,Windows 11,512 GB SSD,35.56 cm (14 Inch),1 Year Carry-in Warranty,"Product: Acer Aspire 3, Brand: Acer, Rating: 4.4, Price: ₹40990, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.45 Kg kg, Warranty: 1 Year Carry-in Warranty","{'Product Name': 'Acer Aspire 3', 'Specifications': 'Intel Core i 5 Processor (13th Gen)16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 35.56 cm (14 Inch) Display 1 Year Carry-in Warranty', 'Rating': '4.4', 'Price': 40990, 'Product URL': 'https://www.flipkart.com/acer-aspire-3-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm707770fddc7e9?pid=COMH4B6CGZKHKUV3&lid=LSTCOMH4B6CGZKHKUV37HVWQK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_8&otracker=search&fm=organic&iid=fdac1e3b-5109-4329-9c19-e9dfecd90815.COMH4B6CGZKHKUV3.SEARCH&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09', 'Battery Life': 'Not found', 'Weight': '1.45 Kg', 'Webcam': 'Video conferencing: 2M With Privacy Camera Shutter', 'Display Size': '35.56 cm (14 Inch)', 'Brand': 'Acer', 'Processor': 'Intel Core i 5 Processor (13th Gen)', 'RAM': '16 GB', 'DDR': 'DDR', 'OS': 'Windows 11', 'Storage': '512 GB SSD', 'Display': '35.56 cm (14 Inch)', 'Warranty': '1 Year Carry-in Warranty', 'text': 'Product: Acer Aspire 3, Brand: Acer, Rating: 4.4, Price: ₹40990, Processor: Intel Core i 5 Processor (13th Gen), RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.45 Kg kg, Warranty: 1 Year Carry-in Warranty'}"
Acer Aspire 3 Backlit,AMD Ryzen 7 Octa Core Processor 16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Carry-in Warranty,4,36990,https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XPF4Z3BMX&lid=LSTCOMH397XPF4Z3BMXL8O53G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_9&otracker=search&fm=organic&iid=fdac1e3b-5109-4329-9c19-e9dfecd90815.COMH397XPF4Z3BMX.SEARCH&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09,Not found,1.79 Kg,Full HD camera,39.62 cm (15.6 Inch),Acer,Not found,16 GB,DDR,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Carry-in Warranty,"Product: Acer Aspire 3 Backlit, Brand: Acer, Rating: 4, Price: ₹36990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.79 Kg kg, Warranty: 1 Year Carry-in Warranty","{'Product Name': 'Acer Aspire 3 Backlit', 'Specifications': 'AMD Ryzen 7 Octa Core Processor 16 GB DDR 4 RAMWindows 11 Operating System 512 GB SSD 39.62 cm (15.6 Inch) Display 1 Year Carry-in Warranty', 'Rating': '4', 'Price': 36990, 'Product URL': 'https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XPF4Z3BMX&lid=LSTCOMH397XPF4Z3BMXL8O53G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_9&otracker=search&fm=organic&iid=fdac1e3b-5109-4329-9c19-e9dfecd90815.COMH397XPF4Z3BMX.SEARCH&ppt=None&ppn=None&ssid=817yvld0lc0000001746680793036&qH=312f91285e048e09', 'Battery Life': 'Not found', 'Weight': '1.79 Kg', 'Webcam': 'Full HD camera', 'Display Size': '39.62 cm (15.6 Inch)', 'Brand': 'Acer', 'Processor': 'Not found', 'RAM': '16 GB', 'DDR': 'DDR', 'OS': 'Windows 11', 'Storage': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch)', 'Warranty': '1 Year Carry-in Warranty', 'text': 'Product: Acer Aspire 3 Backlit, Brand: Acer, Rating: 4, Price: ₹36990, Processor: Not found, RAM: 16 GB GB, DDR: DDR, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.79 Kg kg, Warranty: 1 Year Carry-in Warranty'}"
