Product Name,Specifications,Rating,Price,Product URL,Battery Life,Weight,Webcam,Display Size
Lenovo Intel Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/DOS) V15 G3 IAP Thin and Light Laptop,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMDOS Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayDOS1 Year Onsite Warranty,3.9,"₹31,490₹71,40055% off",https://www.flipkart.com/lenovo-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-dos-v15-g3-iap-thin-light-laptop/p/itm8d59a87eee8c0?pid=COMGP6GT2USDYFPR&lid=LSTCOMGP6GT2USDYFPRR98BXI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_556&otracker=search&fm=organic&iid=b3947ff5-6afd-4f72-ae51-c099a43c508a.COMGP6GT2USDYFPR.SEARCH&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,2 Cell,1.7 Kg,"HD 720p, with privacy shutter, fixed focus",39.62 cm (15.6 Inch)
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) Slim 5 Thin and...,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,Not found,"₹97,290",https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-13th-gen-13420h-16-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm2225ca67c1b2e?pid=COMHAF73KBHEEFJS&lid=LSTCOMHAF73KBHEEFJS1HR3AF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_557&otracker=search&fm=organic&iid=en_8qn4hthF5DWZP3uH37bb5lTXCnsJf8BUjazCm0UwmdxpJ1TGdEbbtAVffDTkTNUX5pXvrB59ExSB68Yg_GlwtfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Integrated 60Wh,1.39 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch)
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4.4,"₹69,990₹87,26219% off",https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa2700tx-gaming-laptop/p/itm068529921479d?pid=COMH8VXVWNPAZCSX&lid=LSTCOMH8VXVWNPAZCSX9Y3PQV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_558&otracker=search&fm=organic&iid=en_8qn4hthF5DWZP3uH37bb5lTXCnsJf8BUjazCm0Uwmdy5qCpUJJ3G42zUhyHNdy7T_NoP3pZHCJZ1yG3_2ARTrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,"3-cell, 52.5 Wh Li-ion polymer",2.29 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch)
HP Chromebook Intel Celeron Quad Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Chromeb...,Intel Celeron Quad Core Processor4 GB LPDDR4 RAM64 bit Chrome Operating System35.56 cm (14 Inch) Touchscreen Display1 Year Onsite warranty,4.1,"₹22,999₹32,27928% off",https://www.flipkart.com/hp-chromebook-intel-celeron-quad-core-n4120-4-gb-64-gb-emmc-storage-chrome-os-14a-ca0504tu/p/itm786e711f402fa?pid=COMGBHKF9E65BFZP&lid=LSTCOMGBHKF9E65BFZP5UAU9E&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_559&otracker=search&fm=organic&iid=b3947ff5-6afd-4f72-ae51-c099a43c508a.COMGBHKF9E65BFZP.SEARCH&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Warranty Summary,1.49 Kg,HP Wide Vision 720p HD camera,35.56 cm (14 Inch)
DELL Inspiron Intel Core i7 13th Gen I7-1355U - (16 GB/512 GB SSD/Windows 11 Home) 5430 Notebook,Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayDell Support Assist1-year warranty,4.3,"₹77,890₹1,07,32927% off",https://www.flipkart.com/dell-inspiron-intel-core-i7-13th-gen-i7-1355u-16-gb-512-gb-ssd-windows-11-home-5430-notebook/p/itm2d84af8f1410c?pid=COMGQQGXGUVUGVVZ&lid=LSTCOMGQQGXGUVUGVVZKKFCQR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_560&otracker=search&fm=organic&iid=b3947ff5-6afd-4f72-ae51-c099a43c508a.COMGQQGXGUVUGVVZ.SEARCH&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,UPTO 6 HRS,2.9 kg,Yes,35.56 cm (14 inch)
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹29,990₹45,99534% off",https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHUIRDZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_561&otracker=search&fm=organic&iid=en_8qn4hthF5DWZP3uH37bb5lTXCnsJf8BUjazCm0Uwmdx6gsGgwugVNv2e1-adfp2oqo5DNM0xuFErKIWvpOmwDQ%3D%3D&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch)
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop,"Intel Celeron Quad Core Processor (12th Gen)8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System256 GB SSD39.62 cm (15.6 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",4.1,"₹20,990₹44,99053% off",https://www.flipkart.com/chuwi-intel-celeron-quad-core-12th-gen-n100-8-gb-256-gb-ssd-windows-11-home-gemibook-plus-laptop/p/itm1a0b8c551a8e1?pid=COMGVGD39MWGVFXH&lid=LSTCOMGVGD39MWGVFXH7GJDZ8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_562&otracker=search&fm=organic&iid=en_8qn4hthF5DWZP3uH37bb5lTXCnsJf8BUjazCm0Uwmdx6HCDtnDiBSHfpsFGrGFGA-UpHk8a-HIOXcBfgMvCz1w%3D%3D&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Up To 6 Hours,1.74 kg,Yes,39.62 cm (15.6 inch)
ASUS AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year International Warranty,4.2,"₹34,990₹62,99044% off",https://www.flipkart.com/asus-amd-ryzen-5-quad-core-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk522ws-thin-light-laptop/p/itmd6733f7332771?pid=COMGZ2Y4SGZZBCFJ&lid=LSTCOMGZ2Y4SGZZBCFJDXC7VC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_563&otracker=search&fm=organic&iid=b3947ff5-6afd-4f72-ae51-c099a43c508a.COMGZ2Y4SGZZBCFJ.SEARCH&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,3 Hours,Not found,Not found,35.56 cm (14 inch)
ASUS Vivobook S 15 Intel Core i9 13th Gen 13900H - (16 GB/512 GB SSD/Windows 11 Home) K5504VAB-BN417WS...,Intel Core i9 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.5,"₹79,990₹1,10,99027% off",https://www.flipkart.com/asus-vivobook-s-15-intel-core-i9-13th-gen-13900h-16-gb-512-gb-ssd-windows-11-home-k5504vab-bn417ws-thin-light-laptop/p/itm0eb223e3c7544?pid=COMH3J9YUEFZSCF5&lid=LSTCOMH3J9YUEFZSCF5I3MRSV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_564&otracker=search&fm=organic&iid=b3947ff5-6afd-4f72-ae51-c099a43c508a.COMH3J9YUEFZSCF5.SEARCH&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Not found,1.70 Kg,1080p FHD camera With privacy shutter,39.62 cm (15.6 Inch)
HP Intel Core 3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light Laptop,Intel Core 3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year,Not found,"₹39,890₹50,99021% off",https://www.flipkart.com/hp-intel-core-3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-15-fd0186tu-thin-light-laptop/p/itm4fc6159aa1303?pid=COMH8SJZJZDFKZTP&lid=LSTCOMH8SJZJZDFKZTPNGBK7C&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_565&otracker=search&fm=organic&iid=b3947ff5-6afd-4f72-ae51-c099a43c508a.COMH8SJZJZDFKZTP.SEARCH&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Upto 7 Hours and 45 Minutes,Not found,Not found,39.62 cm (15.6 inch)
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty,4.9,"₹1,14,990₹1,37,98816% off",https://www.flipkart.com/samsung-galaxy-book5-360-ai-pc-full-metal-chasis-intel-core-ultra-5-226v-16-gb-512-gb-ssd-windows-11-home-np750qha-2-1-laptop/p/itmc76ec3e8002b4?pid=COMH9PHPRY2KUCGG&lid=LSTCOMH9PHPRY2KUCGGMW1YZ7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_566&otracker=search&fm=organic&iid=b3947ff5-6afd-4f72-ae51-c099a43c508a.COMH9PHPRY2KUCGG.SEARCH&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Upto 12.3 Hours,1.46 Kg,Not found,39.62 cm (15.6 Inch)
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹44,990₹70,06435% off",https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_567&otracker=search&fm=organic&iid=en_8qn4hthF5DWZP3uH37bb5lTXCnsJf8BUjazCm0UwmdwAGImxarC_h90RBdqvGLr_OHfdx1KIg8RjX4LmCZwm-A%3D%3D&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch)
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,4.3,"₹50,990₹70,99028% off",https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b12ucx-2471in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGYSFG4WHPVAVZ&lid=LSTCOMGYSFG4WHPVAVZ6L3G5Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_568&otracker=search&fm=organic&iid=en_8qn4hthF5DWZP3uH37bb5lTXCnsJf8BUjazCm0Uwmdw3e2NcI-QTLQOI-jeUomwu26kh-YHY-BLK7txKeGlmBvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Model Number,1.86 Kg,HD type (30fps@720p),39.62 cm (15.6 Inch)
Lenovo Intel Core i3 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) V14 Thin and Light Laptop,Intel Core i3 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1-Year,4,"₹32,385₹52,99038% off",https://www.flipkart.com/lenovo-intel-core-i3-12th-gen-16-gb-512-gb-ssd-windows-11-home-v14-thin-light-laptop/p/itmc3562e2732a4c?pid=COMH6ACMHPWDN4V3&lid=LSTCOMH6ACMHPWDN4V3WH3XEI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_569&otracker=search&fm=organic&iid=b3947ff5-6afd-4f72-ae51-c099a43c508a.COMH6ACMHPWDN4V3.SEARCH&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,upto 13.5 hrs,Not found,Not found,39.62 cm (15.6 inch)
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ322WS Thin...,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹32,990₹54,99040% off",https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1502za-ej322ws-thin-light-laptop/p/itm54273cfe6723b?pid=COMGMGXFZUFYHPJG&lid=LSTCOMGMGXFZUFYHPJGNBYU4W&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_570&otracker=search&fm=organic&iid=b3947ff5-6afd-4f72-ae51-c099a43c508a.COMGMGXFZUFYHPJG.SEARCH&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Model Number,1.70 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,AMD Ryzen 7 Octa Core Processor8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,4.3,"₹52,990₹70,99025% off",https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-fa566nfr-hn260w-laptop/p/itm10514ecd2a794?pid=COMHFT2NBDET7GJX&lid=LSTCOMHFT2NBDET7GJXKL60AC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_571&otracker=search&fm=organic&iid=en_8qn4hthF5DWZP3uH37bb5lTXCnsJf8BUjazCm0UwmdyunIEK3kn4Q_zQuWvRRumm6KmCxRFkRdsaXnEQbW9BPvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,3 Cell,2.30 Kg,720p HD camera,39.62 cm (15.6 inch)
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,4.3,"₹46,190₹62,52626% off",https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_572&otracker=search&fm=organic&iid=en_8qn4hthF5DWZP3uH37bb5lTXCnsJf8BUjazCm0UwmdyGOj65dtPaWbVIcZeHLsCyFuNzh58HFzKXfL5X3ooANg%3D%3D&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch)
Apple MacBook Air Apple M4 - (16 GB/512 GB SSD/macOS Sequoia) MW0X3HN/A,"Apple M4 Processor16 GB Unified Memory RAMMac OS Operating System512 GB SSD34.54 cm (13.6 inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather1 Year Limited Warranty",4.7,"₹1,19,900",https://www.flipkart.com/apple-macbook-air-m4-16-gb-512-gb-ssd-macos-sequoia-mw0x3hn-a/p/itme972d204dcd34?pid=COMH9ZWQ7PHYZVHG&lid=LSTCOMH9ZWQ7PHYZVHGBSTM1S&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_573&otracker=search&fm=organic&iid=b3947ff5-6afd-4f72-ae51-c099a43c508a.COMH9ZWQ7PHYZVHG.SEARCH&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Warranty Summary,1.24 kg,"12MP Center Stage Camera with Support for Desk View, 1080p HD Video Recording, Advanced Image Signal Processor with Computational Video",34.54 cm (13.6 inch)
Lenovo IdeaPad 3 Chrome Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) 15IJL6 Ch...,Intel Celeron Dual Core Processor8 GB LPDDR4X RAMChrome Operating System39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,3.4,"₹18,990₹30,79038% off",https://www.flipkart.com/lenovo-ideapad-3-chrome-intel-celeron-dual-core-n4500-8-gb-128-gb-emmc-storage-chrome-os-15ijl6-chromebook/p/itmc635c4106a281?pid=COMH23FAMNYAFXBY&lid=LSTCOMH23FAMNYAFXBYBFXBWF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_574&otracker=search&fm=organic&iid=b3947ff5-6afd-4f72-ae51-c099a43c508a.COMH23FAMNYAFXBY.SEARCH&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Not found,1.58 Kg,HD 720p with Privacy Shutter,39.62 cm (15.6 Inch)
HP 15s AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Lap...,"AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021 Home and Student, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty",4.2,"₹26,400₹45,99042% off",https://www.flipkart.com/hp-15s-amd-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-15s-ey1508au-thin-light-laptop/p/itm6f077da117c55?pid=COMGFPH2ZWTDZHK6&lid=LSTCOMGFPH2ZWTDZHK6M2FKHW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_575&otracker=search&fm=organic&iid=b3947ff5-6afd-4f72-ae51-c099a43c508a.COMGFPH2ZWTDZHK6.SEARCH&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,Warranty Summary,1.69 Kg,HP True Vision 720p HD Camera,39.62 cm (15.6 inch)
HP 245 G8 AMD Ryzen 5 Quad Core 3500u - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business Laptop,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite warranty by OEM,3.9,"₹31,490₹48,99035% off",https://www.flipkart.com/hp-245-g8-amd-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-11-home-business-laptop/p/itmf0a680c05d471?pid=COMGNFU7CYNXJ9GG&lid=LSTCOMGNFU7CYNXJ9GGBX44VY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_576&otracker=search&fm=organic&iid=b3947ff5-6afd-4f72-ae51-c099a43c508a.COMGNFU7CYNXJ9GG.SEARCH&ppt=pp&ppn=pp&ssid=qrfafa2jls0000001746682604038&qH=312f91285e048e09,3 Cell,1.47 Kg,Yes,35.56 cm (14 Inch)
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) Slim 5 Thin and...,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,Not found,"₹97,290",https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-13th-gen-13420h-16-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm2225ca67c1b2e?pid=COMHAF73KBHEEFJS&lid=LSTCOMHAF73KBHEEFJS1HR3AF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_577&otracker=search&fm=organic&iid=en_H3KCLU3YdMNid6ghCwdLEJMCyAJeaS13uJiZvegYFRxfL_1j0NEd9Hne2S9eofq_5pXvrB59ExSB68Yg_GlwtfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=oha2hyjxps0000001746682682927&qH=312f91285e048e09,Integrated 60Wh,1.39 Kg,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch)
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4.4,"₹69,990₹87,26219% off",https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa2700tx-gaming-laptop/p/itm068529921479d?pid=COMH8VXVWNPAZCSX&lid=LSTCOMH8VXVWNPAZCSX9Y3PQV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_578&otracker=search&fm=organic&iid=en_H3KCLU3YdMNid6ghCwdLEJMCyAJeaS13uJiZvegYFRyWPJoi1bAlzaNW-tgj8rAh_NoP3pZHCJZ1yG3_2ARTrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=oha2hyjxps0000001746682682927&qH=312f91285e048e09,"3-cell, 52.5 Wh Li-ion polymer",2.29 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch)
ASUS Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) S5504VA-MA553WS Laptop,Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 inch) Display1 YEAR INTERNATIONAL,Not found,"₹77,999₹1,16,99933% off",https://www.flipkart.com/asus-intel-core-i5-13th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-s5504va-ma553ws-laptop/p/itm10fff3adfbf2d?pid=COMHYJNTH3ZGSKQR&lid=LSTCOMHYJNTH3ZGSKQRAJZ4S6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_579&otracker=search&fm=organic&iid=fc0d79ee-14e0-41b1-9ca3-e04413823694.COMHYJNTH3ZGSKQR.SEARCH&ppt=pp&ppn=pp&ssid=oha2hyjxps0000001746682682927&qH=312f91285e048e09,5HR TO 7HR,Not found,Not found,39.62 cm (15.6 inch)
DELL Inspiron 15 3530 Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN3530RW8JY001ORS1 Thin...,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1-year warranty,4.2,"₹57,490₹74,43022% off",https://www.flipkart.com/dell-inspiron-15-3530-intel-core-i5-13th-gen-8-gb-1-tb-ssd-windows-11-home-in3530rw8jy001ors1-thin-light-laptop/p/itm1e8ad2b18043a?pid=COMGSPFG79BDFZ35&lid=LSTCOMGSPFG79BDFZ35JBLGKG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_580&otracker=search&fm=organic&iid=fc0d79ee-14e0-41b1-9ca3-e04413823694.COMGSPFG79BDFZ35.SEARCH&ppt=pp&ppn=pp&ssid=oha2hyjxps0000001746682682927&qH=312f91285e048e09,UPTO 8 HRS,Not found,Not found,39.62 cm (15.6 inch)
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹29,990₹45,99534% off",https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHUIRDZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_581&otracker=search&fm=organic&iid=en_H3KCLU3YdMNid6ghCwdLEJMCyAJeaS13uJiZvegYFRzR5JKT7lOU91I6tOJlydeVqo5DNM0xuFErKIWvpOmwDQ%3D%3D&ppt=pp&ppn=pp&ssid=oha2hyjxps0000001746682682927&qH=312f91285e048e09,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch)
